序號,答案
20240117090001,72.90583038330078
20240117091001,60.26145553588867
20240117092001,59.22907257080078
20240117093001,59.16632843017578
20240117094001,59.16279983520508
20240117095001,59.50818634033203
20240117100001,88.86012268066406
20240117101001,129.47433471679688
20240117102001,139.73838806152344
20240117103001,145.7915496826172
20240117104001,151.76145935058594
20240117105001,160.05723571777344
20240117110001,186.83010864257812
20240117111001,203.97889709472656
20240117112001,203.69577026367188
20240117113001,203.40158081054688
20240117114001,203.31961059570312
20240117115001,203.27438354492188
20240117120001,203.32846069335938
20240117121001,203.36398315429688
20240117122001,203.14987182617188
20240117123001,203.0919189453125
20240117124001,203.08346557617188
20240117125001,203.1962890625
20240117130001,243.46847534179688
20240117131001,274.691162109375
20240117132001,277.2416687011719
20240117133001,277.9520568847656
20240117134001,278.1678771972656
20240117135001,278.41180419921875
20240117140001,192.55441284179688
20240117141001,104.26264953613281
20240117142001,98.11235046386719
20240117143001,97.87544250488281
20240117144001,97.95539855957031
20240117145001,97.78614807128906
20240117150001,79.61851501464844
20240117151001,42.680091857910156
20240117152001,37.098060607910156
20240117153001,36.76360321044922
20240117154001,36.70618438720703
20240117155001,36.987876892089844
20240117160001,20.13995933532715
20240117161001,18.61101722717285
20240117162001,20.702722549438477
20240117163001,20.87189292907715
20240117164001,20.877416610717773
20240117165001,20.884057998657227
20240119090001,108.24764251708984
20240119091001,129.96774291992188
20240119092001,138.26235961914062
20240119093001,147.13735961914062
20240119094001,181.72117614746094
20240119095001,235.7140350341797
20240119100001,286.1865234375
20240119101001,333.77801513671875
20240119102001,339.79913330078125
20240119103001,341.0997009277344
20240119104001,341.4218444824219
20240119105001,341.62335205078125
20240119110001,389.1620788574219
20240119111001,444.87762451171875
20240119112001,464.48492431640625
20240119113001,475.3304138183594
20240119114001,481.8720703125
20240119115001,486.25152587890625
20240119120001,391.22833251953125
20240119121001,277.7006530761719
20240119122001,264.09368896484375
20240119123001,262.161376953125
20240119124001,261.8557434082031
20240119125001,262.17254638671875
20240119130001,212.0453643798828
20240119131001,161.57467651367188
20240119132001,158.52684020996094
20240119133001,158.453857421875
20240119134001,158.49293518066406
20240119135001,158.5579071044922
20240119140001,132.1926727294922
20240119141001,102.60128021240234
20240119142001,100.30840301513672
20240119143001,100.22483825683594
20240119144001,100.24385070800781
20240119145001,100.24279022216797
20240119150001,79.92327117919922
20240119151001,54.19861602783203
20240119152001,51.85437774658203
20240119153001,51.835105895996094
20240119154001,51.881248474121094
20240119155001,51.84741973876953
20240119160001,39.343223571777344
20240119161001,24.75531578063965
20240119162001,23.628942489624023
20240119163001,23.6415958404541
20240119164001,23.6663761138916
20240119165001,23.669885635375977
20240224090001,240.1912384033203
20240224091001,446.74603271484375
20240224092001,514.2499389648438
20240224093001,588.2056274414062
20240224094001,623.3232421875
20240224095001,664.46337890625
20240224100001,606.3168334960938
20240224101001,467.1244201660156
20240224102001,402.47015380859375
20240224103001,371.17864990234375
20240224104001,365.96868896484375
20240224105001,365.6665344238281
20240224110001,321.47283935546875
20240224111001,266.3628234863281
20240224112001,244.4048309326172
20240224113001,202.54237365722656
20240224114001,195.94131469726562
20240224115001,195.52359008789062
20240224120001,197.19699096679688
20240224121001,199.07217407226562
20240224122001,199.19186401367188
20240224123001,199.18458557128906
20240224124001,199.1820831298828
20240224125001,199.26138305664062
20240224130001,165.54556274414062
20240224131001,127.19648742675781
20240224132001,124.19129943847656
20240224133001,124.0877456665039
20240224134001,124.11021423339844
20240224135001,124.09814453125
20240224140001,98.02312469482422
20240224141001,66.37012481689453
20240224142001,63.63080596923828
20240224143001,63.64387893676758
20240224144001,63.71143341064453
20240224145001,63.70936965942383
20240224150001,48.76891326904297
20240224151001,28.2711124420166
20240224152001,26.865869522094727
20240224153001,26.869775772094727
20240224154001,26.88518714904785
20240224155001,27.1522274017334
20240224160001,38.173255920410156
20240224161001,35.36504364013672
20240224162001,17.186559677124023
20240224163001,16.5384464263916
20240224164001,16.51323890686035
20240224165001,16.512121200561523
20240226090001,71.96266174316406
20240226091001,109.7271499633789
20240226092001,111.8333511352539
20240226093001,112.4447021484375
20240226094001,112.74281311035156
20240226095001,112.86485290527344
20240226100001,103.24051666259766
20240226101001,94.77558135986328
20240226102001,92.86082458496094
20240226103001,92.30071258544922
20240226104001,92.14094543457031
20240226105001,92.11079406738281
20240226110001,61.27143096923828
20240226111001,37.20526885986328
20240226112001,35.671913146972656
20240226113001,35.533653259277344
20240226114001,35.52075958251953
20240226115001,35.53302764892578
20240226120001,36.754859924316406
20240226121001,37.52147674560547
20240226122001,37.603919982910156
20240226123001,37.61534881591797
20240226124001,37.61487579345703
20240226125001,37.75678253173828
20240226130001,22.951562881469727
20240226131001,16.27849769592285
20240226132001,16.513158798217773
20240226133001,16.51312828063965
20240226134001,16.51226234436035
20240226135001,16.512048721313477
20240226140001,16.51202964782715
20240226141001,16.51202964782715
20240226142001,16.51202964782715
20240226143001,16.51202964782715
20240226144001,16.51202964782715
20240226145001,16.51202964782715
20240226150001,16.51202964782715
20240226151001,16.51202964782715
20240226152001,16.51202964782715
20240226153001,16.51202964782715
20240226154001,16.51202964782715
20240226155001,16.51202964782715
20240226160001,16.51202964782715
20240226161001,16.51202964782715
20240226162001,16.51202964782715
20240226163001,16.51202964782715
20240226164001,16.51202964782715
20240226165001,16.51202964782715
20240327090001,128.54335021972656
20240327091001,217.65567016601562
20240327092001,310.23809814453125
20240327093001,336.20599365234375
20240327094001,337.44598388671875
20240327095001,336.580322265625
20240327100001,354.30023193359375
20240327101001,369.5024108886719
20240327102001,367.3083190917969
20240327103001,366.45294189453125
20240327104001,366.2066345214844
20240327105001,366.797607421875
20240327110001,358.72967529296875
20240327111001,349.15283203125
20240327112001,350.27496337890625
20240327113001,350.80340576171875
20240327114001,350.96728515625
20240327115001,353.00946044921875
20240327120001,244.78128051757812
20240327121001,128.11781311035156
20240327122001,120.5296401977539
20240327123001,120.56669616699219
20240327124001,120.69632720947266
20240327125001,120.74190521240234
20240327130001,100.04669952392578
20240327131001,74.92957305908203
20240327132001,72.70811462402344
20240327133001,72.63744354248047
20240327134001,72.66456604003906
20240327135001,72.67039489746094
20240327140001,70.29474639892578
20240327141001,67.10230255126953
20240327142001,66.74213409423828
20240327143001,66.72278594970703
20240327144001,66.72557067871094
20240327145001,66.71757507324219
20240327150001,54.708229064941406
20240327151001,38.471046447753906
20240327152001,37.20484161376953
20240327153001,37.24083709716797
20240327154001,37.26862335205078
20240327155001,37.247032165527344
20240327160001,31.213403701782227
20240327161001,24.5139102935791
20240327162001,24.001867294311523
20240327163001,24.0063419342041
20240327164001,24.01604652404785
20240327165001,24.0097713470459
