序號,答案
20240117090001,86.52537536621094
20240117091001,62.23236846923828
20240117092001,71.9134521484375
20240117093001,88.86263275146484
20240117094001,73.04066467285156
20240117095001,77.58689880371094
20240117100001,66.8955307006836
20240117101001,74.19621276855469
20240117102001,62.78753662109375
20240117103001,90.34608459472656
20240117104001,81.69588470458984
20240117105001,99.36177062988281
20240117110001,159.97622680664062
20240117111001,157.16220092773438
20240117112001,152.78134155273438
20240117113001,157.98983764648438
20240117114001,180.3742218017578
20240117115001,260.35968017578125
20240117120001,294.32012939453125
20240117121001,250.877685546875
20240117122001,208.15176391601562
20240117123001,191.46861267089844
20240117124001,217.57827758789062
20240117125001,362.6790771484375
20240117130001,510.7763671875
20240117131001,524.8284301757812
20240117132001,574.3899536132812
20240117133001,542.2720336914062
20240117134001,374.6719055175781
20240117135001,183.40158081054688
20240117140001,178.4143524169922
20240117141001,153.91458129882812
20240117142001,147.12164306640625
20240117143001,126.32952880859375
20240117144001,127.51856994628906
20240117145001,105.57292175292969
20240117150001,90.54228973388672
20240117151001,54.24995803833008
20240117152001,15.419499397277832
20240117153001,7.521575927734375
20240117154001,8.344924926757812
20240117155001,10.798469543457031
20240117160001,4.704101085662842
20240117161001,3.411288022994995
20240117162001,2.8087124824523926
20240117163001,2.4397990703582764
20240117164001,2.152190685272217
20240117165001,1.5347119569778442
20240119090001,124.52252197265625
20240119091001,127.46685791015625
20240119092001,161.81103515625
20240119093001,193.85690307617188
20240119094001,237.9070587158203
20240119095001,395.0670166015625
20240119100001,366.3145751953125
20240119101001,365.0051574707031
20240119102001,484.48388671875
20240119103001,711.9656982421875
20240119104001,1007.8865966796875
20240119105001,1052.5548095703125
20240119110001,1036.044677734375
20240119111001,1172.476318359375
20240119112001,1254.7877197265625
20240119113001,1139.7667236328125
20240119114001,1253.3961181640625
20240119115001,1341.302978515625
20240119120001,1020.9938354492188
20240119121001,529.0017700195312
20240119122001,434.73895263671875
20240119123001,412.2113342285156
20240119124001,673.8961181640625
20240119125001,1170.921875
20240119130001,1064.542724609375
20240119131001,845.3179931640625
20240119132001,760.4702758789062
20240119133001,714.2089233398438
20240119134001,572.3284912109375
20240119135001,432.2577209472656
20240119140001,311.46771240234375
20240119141001,215.04055786132812
20240119142001,168.74447631835938
20240119143001,145.57247924804688
20240119144001,120.01361083984375
20240119145001,107.73211669921875
20240119150001,100.8976058959961
20240119151001,74.26936340332031
20240119152001,64.1823501586914
20240119153001,46.811702728271484
20240119154001,38.781036376953125
20240119155001,29.249597549438477
20240119160001,29.28000259399414
20240119161001,18.454147338867188
20240119162001,10.419416427612305
20240119163001,6.831855773925781
20240119164001,4.8620710372924805
20240119165001,3.190464496612549
20240224090001,45.667633056640625
20240224091001,47.78935623168945
20240224092001,47.093017578125
20240224093001,51.144859313964844
20240224094001,73.04122161865234
20240224095001,54.851173400878906
20240224100001,63.42333984375
20240224101001,75.72822570800781
20240224102001,85.04313659667969
20240224103001,97.84095764160156
20240224104001,94.5338134765625
20240224105001,95.72711181640625
20240224110001,123.42877197265625
20240224111001,123.5107421875
20240224112001,111.92488861083984
20240224113001,103.27946472167969
20240224114001,98.9095230102539
20240224115001,93.22734069824219
20240224120001,80.70809173583984
20240224121001,76.07535552978516
20240224122001,76.2170181274414
20240224123001,79.47752380371094
20240224124001,99.78797912597656
20240224125001,75.60905456542969
20240224130001,65.57211303710938
20240224131001,59.92858123779297
20240224132001,60.59748077392578
20240224133001,65.42388916015625
20240224134001,61.491180419921875
20240224135001,48.09308624267578
20240224140001,47.88930130004883
20240224141001,41.20214080810547
20240224142001,34.46111297607422
20240224143001,26.43892478942871
20240224144001,22.629226684570312
20240224145001,18.57098388671875
20240224150001,16.836017608642578
20240224151001,12.297845840454102
20240224152001,8.74382495880127
20240224153001,6.103379249572754
20240224154001,4.811039447784424
20240224155001,3.921290159225464
20240224160001,2.0755200386047363
20240224161001,1.4845455884933472
20240224162001,1.009171724319458
20240224163001,0.6445385217666626
20240224164001,0.5086696743965149
20240224165001,0.45123404264450073
20240226090001,20.21039390563965
20240226091001,26.10345458984375
20240226092001,33.71258544921875
20240226093001,43.634490966796875
20240226094001,53.531166076660156
20240226095001,49.873382568359375
20240226100001,38.39794921875
20240226101001,44.78113555908203
20240226102001,57.7172966003418
20240226103001,44.003746032714844
20240226104001,31.30828285217285
20240226105001,19.737957000732422
20240226110001,31.996593475341797
20240226111001,40.33753204345703
20240226112001,38.563194274902344
20240226113001,38.42322540283203
20240226114001,39.636131286621094
20240226115001,41.971038818359375
20240226120001,43.383304595947266
20240226121001,46.03450393676758
20240226122001,46.16773986816406
20240226123001,44.17395782470703
20240226124001,45.729759216308594
20240226125001,37.095436096191406
20240226130001,29.101810455322266
20240226131001,29.06045913696289
20240226132001,26.594905853271484
20240226133001,22.90152359008789
20240226134001,19.22738265991211
20240226135001,16.75114631652832
20240226140001,14.418954849243164
20240226141001,12.189493179321289
20240226142001,10.233217239379883
20240226143001,8.591634750366211
20240226144001,7.267067909240723
20240226145001,6.226321220397949
20240226150001,5.38973331451416
20240226151001,4.695623397827148
20240226152001,4.107476234436035
20240226153001,3.603422164916992
20240226154001,3.169071674346924
20240226155001,2.7937893867492676
20240226160001,2.469076156616211
20240226161001,2.1878275871276855
20240226162001,1.9439815282821655
20240226163001,1.7322704792022705
20240226164001,1.5480694770812988
20240226165001,1.3873059749603271
20240327090001,88.29034423828125
20240327091001,105.6878662109375
20240327092001,140.043212890625
20240327093001,171.5997772216797
20240327094001,248.5760955810547
20240327095001,398.22918701171875
20240327100001,604.5314331054688
20240327101001,711.2435302734375
20240327102001,738.7658081054688
20240327103001,765.03564453125
20240327104001,882.5530395507812
20240327105001,942.9293212890625
20240327110001,914.3876953125
20240327111001,771.6192626953125
20240327112001,557.526123046875
20240327113001,379.5478210449219
20240327114001,378.76861572265625
20240327115001,303.3377685546875
20240327120001,267.539306640625
20240327121001,274.7480773925781
20240327122001,233.9073944091797
20240327123001,194.8026123046875
20240327124001,132.3793182373047
20240327125001,92.90316772460938
20240327130001,71.92738342285156
20240327131001,63.92987823486328
20240327132001,52.301963806152344
20240327133001,36.305885314941406
20240327134001,28.12824058532715
20240327135001,24.476966857910156
20240327140001,24.983659744262695
20240327141001,22.2932186126709
20240327142001,18.29562759399414
20240327143001,16.00311851501465
20240327144001,15.066630363464355
20240327145001,13.91467571258545
20240327150001,13.011514663696289
20240327151001,12.688669204711914
20240327152001,11.219673156738281
20240327153001,9.83094310760498
20240327154001,8.644076347351074
20240327155001,6.018572807312012
20240327160001,8.144322395324707
20240327161001,5.48807954788208
20240327162001,4.122158527374268
20240327163001,3.3854503631591797
20240327164001,2.8941433429718018
20240327165001,2.0025126934051514
20240329090001,17.048782348632812
20240329091001,16.161733627319336
20240329092001,15.42247200012207
20240329093001,14.812962532043457
20240329094001,14.312701225280762
20240329095001,13.902502059936523
20240329100001,13.56506061553955
20240329101001,13.285497665405273
20240329102001,13.051307678222656
20240329103001,12.851933479309082
20240329104001,12.678567886352539
20240329105001,12.52392864227295
20240329110001,12.381509780883789
20240329111001,12.245969772338867
20240329112001,12.112733840942383
20240329113001,11.962118148803711
20240329114001,11.776567459106445
20240329115001,11.580845832824707
20240329120001,11.372942924499512
20240329121001,11.150556564331055
20240329122001,10.911630630493164
20240329123001,10.654263496398926
20240329124001,10.37682056427002
20240329125001,10.07781982421875
20240329130001,9.755955696105957
20240329131001,9.42730712890625
20240329132001,9.215341567993164
20240329133001,9.01904010772705
20240329134001,8.809211730957031
20240329135001,8.58568000793457
20240329140001,8.348358154296875
20240329141001,8.097371101379395
20240329142001,7.833069801330566
20240329143001,7.556077003479004
20240329144001,7.26745080947876
20240329145001,6.968914031982422
20240329150001,6.663358211517334
20240329151001,6.356176376342773
20240329152001,6.0618815422058105
20240329153001,5.8627543449401855
20240329154001,5.5822553634643555
20240329155001,3.208411693572998
20240329160001,2.727982759475708
20240329161001,1.003057599067688
20240329162001,1.7977718114852905
20240329163001,1.694118857383728
20240329164001,1.274430513381958
20240329165001,0.5867183804512024
20240428090001,86.55705261230469
20240428091001,95.68336486816406
20240428092001,101.3072509765625
20240428093001,88.41331481933594
20240428094001,75.10462951660156
20240428095001,72.9454345703125
20240428100001,73.40001678466797
20240428101001,93.12889862060547
20240428102001,120.01106262207031
20240428103001,202.52957153320312
20240428104001,338.4539794921875
20240428105001,554.4117431640625
20240428110001,716.6569213867188
20240428111001,537.3892822265625
20240428112001,484.82232666015625
20240428113001,382.7777404785156
20240428114001,181.37574768066406
20240428115001,129.7839813232422
20240428120001,113.58482360839844
20240428121001,87.71409606933594
20240428122001,89.78398132324219
20240428123001,94.9854736328125
20240428124001,85.53993225097656
20240428125001,73.86677551269531
20240428130001,55.988800048828125
20240428131001,31.258892059326172
20240428132001,24.690826416015625
20240428133001,23.40732765197754
20240428134001,24.579607009887695
20240428135001,27.2786808013916
20240428140001,28.84939956665039
20240428141001,40.45552062988281
20240428142001,54.162017822265625
20240428143001,85.65739440917969
20240428144001,140.07861328125
20240428145001,109.0252456665039
20240428150001,107.0553970336914
20240428151001,99.61579895019531
20240428152001,95.17720031738281
20240428153001,94.574462890625
20240428154001,107.29237365722656
20240428155001,118.2467041015625
20240428160001,114.9971694946289
20240428161001,90.40625
20240428162001,57.89055633544922
20240428163001,29.690486907958984
20240428164001,13.176023483276367
20240428165001,13.151336669921875
20240430090001,1037.547607421875
20240430091001,1074.556396484375
20240430092001,1108.6649169921875
20240430093001,1125.803955078125
20240430094001,1158.650146484375
20240430095001,1206.248291015625
20240430100001,1288.5919189453125
20240430101001,1274.1923828125
20240430102001,1364.229248046875
20240430103001,1455.222412109375
20240430104001,1513.0765380859375
20240430105001,1555.69287109375
20240430110001,1589.5802001953125
20240430111001,1606.95458984375
20240430112001,1615.42919921875
20240430113001,1625.8009033203125
20240430114001,1629.8038330078125
20240430115001,1618.8817138671875
20240430120001,1601.4730224609375
20240430121001,1564.0382080078125
20240430122001,1559.5238037109375
20240430123001,1553.819091796875
20240430124001,1529.974609375
20240430125001,1405.174072265625
20240430130001,1234.515380859375
20240430131001,1166.456298828125
20240430132001,1187.622802734375
20240430133001,1189.612548828125
20240430134001,1224.545166015625
20240430135001,1040.9530029296875
20240430140001,724.8765258789062
20240430141001,476.6332092285156
20240430142001,208.6844482421875
20240430143001,158.02685546875
20240430144001,134.56393432617188
20240430145001,108.57325744628906
20240430150001,50.19309616088867
20240430151001,31.95985984802246
20240430152001,17.075443267822266
20240430153001,13.588594436645508
20240430154001,7.188179016113281
20240430155001,2.4236323833465576
20240430160001,2.8831400871276855
20240430161001,1.8398494720458984
20240430162001,1.3310147523880005
20240430163001,1.02738618850708
20240430164001,1.008947491645813
20240430165001,1.4959087371826172
20240515090001,1467.2506103515625
20240515091001,1525.7618408203125
20240515092001,1563.75830078125
20240515093001,1601.2247314453125
20240515094001,1623.7183837890625
20240515095001,1627.03125
20240515100001,1619.5565185546875
20240515101001,1639.274658203125
20240515102001,1663.4957275390625
20240515103001,1686.2259521484375
20240515104001,1706.1578369140625
20240515105001,1729.814697265625
20240515110001,1758.143798828125
20240515111001,1763.2681884765625
20240515112001,1754.15234375
20240515113001,1733.0963134765625
20240515114001,1688.6334228515625
20240515115001,1649.8355712890625
20240515120001,1659.7177734375
20240515121001,1668.168701171875
20240515122001,1645.5950927734375
20240515123001,1565.523681640625
20240515124001,1501.9197998046875
20240515125001,1615.41015625
20240515130001,1343.256103515625
20240515131001,1338.61279296875
20240515132001,1159.82861328125
20240515133001,506.183349609375
20240515134001,257.4371032714844
20240515135001,247.8456268310547
20240515140001,227.8537139892578
20240515141001,197.5153350830078
20240515142001,139.48521423339844
20240515143001,131.2877655029297
20240515144001,116.0562515258789
20240515145001,98.49269104003906
20240515150001,101.05240631103516
20240515151001,95.82953643798828
20240515152001,78.01595306396484
20240515153001,63.412132263183594
20240515154001,39.27978515625
20240515155001,29.216323852539062
20240515160001,26.153560638427734
20240515161001,22.308338165283203
20240515162001,15.56800365447998
20240515163001,10.593429565429688
20240515164001,8.282379150390625
20240515165001,5.726346969604492
20240520090001,514.5634155273438
20240520091001,535.6031494140625
20240520092001,342.2381286621094
20240520093001,239.8880157470703
20240520094001,188.5553741455078
20240520095001,161.07888793945312
20240520100001,110.61238861083984
20240520101001,101.81788635253906
20240520102001,107.18021392822266
20240520103001,109.39729309082031
20240520104001,110.81040954589844
20240520105001,111.74046325683594
20240520110001,127.36275482177734
20240520111001,135.39358520507812
20240520112001,138.87852478027344
20240520113001,144.4751739501953
20240520114001,146.06271362304688
20240520115001,95.138916015625
20240520120001,84.6897201538086
20240520121001,82.40287017822266
20240520122001,76.82515716552734
20240520123001,77.27863311767578
20240520124001,88.70794677734375
20240520125001,96.82941436767578
20240520130001,87.36016082763672
20240520131001,75.1277847290039
20240520132001,61.92777633666992
20240520133001,46.16472244262695
20240520134001,38.56797409057617
20240520135001,42.12160110473633
20240520140001,55.129425048828125
20240520141001,57.8344612121582
20240520142001,58.3277702331543
20240520143001,50.14476776123047
20240520144001,50.03009033203125
20240520145001,61.288917541503906
20240520150001,64.79913330078125
20240520151001,55.88679122924805
20240520152001,37.15714645385742
20240520153001,33.20531463623047
20240520154001,37.501739501953125
20240520155001,42.05561065673828
20240520160001,43.02247619628906
20240520161001,28.442062377929688
20240520162001,21.486495971679688
20240520163001,18.06241226196289
20240520164001,15.626115798950195
20240520165001,11.930719375610352
20240613090001,22.10350227355957
20240613091001,49.77293014526367
20240613092001,57.656097412109375
20240613093001,59.60319900512695
20240613094001,64.65330505371094
20240613095001,80.18782043457031
20240613100001,100.92241668701172
20240613101001,110.97664642333984
20240613102001,130.3623504638672
20240613103001,159.02359008789062
20240613104001,145.43020629882812
20240613105001,127.2628173828125
20240613110001,133.97625732421875
20240613111001,137.71627807617188
20240613112001,246.37850952148438
20240613113001,417.1468200683594
20240613114001,548.1702270507812
20240613115001,618.6678466796875
20240613120001,600.7398071289062
20240613121001,645.7621459960938
20240613122001,702.9390869140625
20240613123001,680.7498779296875
20240613124001,587.8995361328125
20240613125001,485.0135192871094
20240613130001,322.28955078125
20240613131001,97.64380645751953
20240613132001,69.72006225585938
20240613133001,55.145263671875
20240613134001,61.53961181640625
20240613135001,67.31398010253906
20240613140001,55.27008056640625
20240613141001,35.00275421142578
20240613142001,32.56564712524414
20240613143001,31.525487899780273
20240613144001,30.820547103881836
20240613145001,25.431488037109375
20240613150001,30.518075942993164
20240613151001,32.457763671875
20240613152001,34.3224983215332
20240613153001,35.63588333129883
20240613154001,32.74895477294922
20240613155001,30.138946533203125
20240613160001,32.24445343017578
20240613161001,28.643218994140625
20240613162001,26.2395076751709
20240613163001,21.471364974975586
