序號,答案
20240117090001,91.98014984130859
20240117091001,92.81476287841797
20240117092001,82.65474853515624
20240117093001,60.52335205078125
20240117094001,89.80428466796874
20240117095001,86.92476501464844
20240117100001,66.94514465332031
20240117101001,57.91788940429687
20240117102001,56.3261962890625
20240117103001,64.09035949707031
20240117104001,84.48967590332032
20240117105001,155.91262435913086
20240117110001,236.1977340698242
20240117111001,300.18617248535156
20240117112001,308.5557434082031
20240117113001,270.15038146972654
20240117114001,189.91682891845704
20240117115001,121.05711135864257
20240117120001,160.61595458984374
20240117121001,258.8236480712891
20240117122001,191.98639221191405
20240117123001,212.17932739257813
20240117124001,216.40831756591797
20240117125001,216.94259490966797
20240117130001,220.1393280029297
20240117131001,230.72469024658204
20240117132001,259.0488220214844
20240117133001,287.49013366699216
20240117134001,514.8055114746094
20240117135001,734.9626586914062
20240117140001,684.7746398925781
20240117141001,416.2624877929687
20240117142001,220.38153686523438
20240117143001,165.45713958740234
20240117144001,107.11617660522461
20240117145001,56.176255798339845
20240117150001,39.70281066894531
20240117151001,19.66021728515625
20240117152001,9.581936073303222
20240117153001,12.403504371643066
20240117154001,12.389553356170655
20240117155001,20.000398635864258
20240117160001,18.679001235961913
20240117161001,17.31010627746582
20240117162001,16.31367654800415
20240117163001,15.114620399475097
20240117164001,12.068987464904785
20240117165001,5.639776301383972
20240119090001,205.71021423339843
20240119091001,236.19293670654298
20240119092001,282.5834991455078
20240119093001,330.64903259277344
20240119094001,323.420166015625
20240119095001,306.22780456542966
20240119100001,290.90562133789064
20240119101001,321.8360168457031
20240119102001,366.4812896728516
20240119103001,425.92473754882815
20240119104001,551.6507293701172
20240119105001,648.1876159667969
20240119110001,707.4493896484375
20240119111001,917.3789184570312
20240119112001,1086.9010620117188
20240119113001,1079.0005737304687
20240119114001,877.2845520019531
20240119115001,565.8191497802734
20240119120001,517.1142333984375
20240119121001,731.5522216796875
20240119122001,905.5590270996094
20240119123001,720.2291076660156
20240119124001,443.97853698730466
20240119125001,542.4203002929687
20240119130001,851.4392639160156
20240119131001,775.2790771484375
20240119132001,354.3867553710937
20240119133001,251.54235076904297
20240119134001,227.44031372070313
20240119135001,194.24822998046875
20240119140001,170.09345092773438
20240119141001,161.28119049072265
20240119142001,140.18523635864258
20240119143001,112.40729904174805
20240119144001,98.89065093994141
20240119145001,79.61398010253906
20240119150001,64.54334869384766
20240119151001,57.172244262695315
20240119152001,50.146235656738284
20240119153001,43.547540283203126
20240119154001,37.63243408203125
20240119155001,32.09744510650635
20240119160001,26.76000556945801
20240119161001,21.083467483520508
20240119162001,14.91043062210083
20240119163001,9.36167860031128
20240119164001,5.6638106346130375
20240119165001,3.7820218324661257
20240224090001,178.94085693359375
20240224091001,235.85807189941406
20240224092001,393.1922302246094
20240224093001,791.0848815917968
20240224094001,923.1219482421875
20240224095001,868.6724182128906
20240224100001,625.3857940673828
20240224101001,417.76665649414065
20240224102001,388.1842559814453
20240224103001,361.3063110351562
20240224104001,333.26861572265625
20240224105001,321.60048522949216
20240224110001,401.2817657470703
20240224111001,290.29517364501953
20240224112001,201.99739837646484
20240224113001,161.58619232177733
20240224114001,127.99700393676758
20240224115001,105.5729476928711
20240224120001,94.50372772216797
20240224121001,104.74415435791016
20240224122001,123.89620208740234
20240224123001,145.14067993164062
20240224124001,162.28628234863282
20240224125001,178.0623580932617
20240224130001,189.3102996826172
20240224131001,195.8344528198242
20240224132001,190.1425552368164
20240224133001,172.06554107666017
20240224134001,148.05350494384766
20240224135001,118.01718521118164
20240224140001,85.29312896728516
20240224141001,57.78619384765625
20240224142001,34.20570297241211
20240224143001,16.43188934326172
20240224144001,7.586953496932983
20240224145001,5.749716091156006
20240224150001,5.9770827293396
20240224151001,8.108849620819091
20240224152001,7.715722513198853
20240224153001,7.073892116546631
20240224154001,6.543923854827881
20240224155001,5.718786525726318
20240224160001,4.273872208595276
20240224161001,3.012762117385864
20240224162001,2.048588228225708
20240224163001,1.641318941116333
20240224164001,1.4481594562530518
20240224165001,1.2555553913116455
20240226090001,49.0842788696289
20240226091001,48.076043701171876
20240226092001,49.589453125
20240226093001,53.40878448486328
20240226094001,62.56675567626953
20240226095001,74.24115905761718
20240226100001,83.21323089599609
20240226101001,81.3742919921875
20240226102001,68.03827362060547
20240226103001,53.11710205078125
20240226104001,39.53075408935547
20240226105001,28.427063179016113
20240226110001,20.415832901000975
20240226111001,15.219541645050048
20240226112001,12.050052833557128
20240226113001,12.940012550354004
20240226114001,19.117770671844482
20240226115001,28.430230712890626
20240226120001,31.850712013244628
20240226121001,28.028766250610353
20240226122001,25.875114822387694
20240226123001,25.628386306762696
20240226124001,25.94492530822754
20240226125001,27.29978675842285
20240226130001,29.505534744262697
